mz	H/C	O/C
305.139447	1.294117647	0.294117647
305.175833	1.444444444	0.222222222
305.187066	1.529411765	0.176470588
305.21559	2.125	0.1875
306.02554	0.692307692	0.615384615
306.040796	0.529411765	0.294117647
306.061925	0.928571429	0.5
306.077181	0.722222222	0.222222222
306.098311	1.133333333	0.4
306.134696	1.3125	0.3125
306.192211	2.071428571	0.428571429
307.007053	0.470588235	0.235294118
307.024812	0.470588235	0.352941176
307.045941	0.857142857	0.571428571
307.061197	0.666666667	0.277777778
307.07243	0.705882353	0.235294118
307.082326	1.066666667	0.466666667
307.097583	0.842105263	0.210526316
307.118712	1.25	0.375
307.129945	1.333333333	0.333333333
307.133968	1	0.15
307.155097	1.411764706	0.294117647
307.158469	2	0.357142857
307.166331	1.5	0.25
307.191483	1.555555556	0.222222222
308.04119	0.846153846	0.615384615
308.056446	0.647058824	0.294117647
308.077575	1.071428571	0.5
308.092832	0.833333333	0.222222222
308.113961	1.266666667	0.4
308.129217	1	0.157894737
308.150346	1.4375	0.3125
308.207861	2.214285714	0.428571429
309.025205	0.769230769	0.692307692
309.03981	1.555555556	0.888888889
309.040462	0.588235294	0.352941176
309.051695	0.625	0.3125
309.061591	1	0.571428571
309.076847	0.777777778	0.277777778
309.08808	0.823529412	0.235294118
309.097976	1.2	0.466666667
309.101348	1.833333333	0.583333333
309.10921	1.285714286	0.428571429
309.113233	0.947368421	0.210526316
309.134362	1.375	0.375
309.149618	1.1	0.15
309.152989	1.529411765	0.176470588
309.170747	1.529411765	0.294117647
309.174119	2.142857143	0.357142857
309.207133	1.666666667	0.222222222
309.966311	0.454545455	0.727272727
310.035711	0.5625	0.375
310.05684	1	0.615384615
310.072096	0.764705882	0.294117647
310.093225	1.214285714	0.5
310.108482	0.944444444	0.222222222
310.129611	1.4	0.4
310.165996	1.5625	0.3125
311.019726	0.5	0.4375
311.056112	0.705882353	0.352941176
311.067345	0.75	0.3125
311.074739	0.888888889	0.166666667
311.077241	1.142857143	0.571428571
311.092497	0.888888889	0.277777778
311.113627	1.333333333	0.466666667
311.128883	1.052631579	0.210526316
311.150012	1.5	0.375
311.165268	1.2	0.15
311.168639	1.647058824	0.176470588
311.186398	1.647058824	0.294117647
311.201654	1.333333333	0.095238095
311.222783	1.777777778	0.222222222
311.259169	1.894736842	0.157894737
311.295554	2	0.1
311.963333	0.3	1.1
312.051361	0.6875	0.375
312.087746	0.882352941	0.294117647
312.124132	1.055555556	0.222222222
312.145261	1.533333333	0.4
312.254418	1.944444444	0.166666667
312.998991	0.4	0.533333333
313.035376	0.625	0.4375
313.04661	0.666666667	0.4
313.054004	0.823529412	0.235294118
313.071762	0.823529412	0.352941176
313.082995	0.875	0.3125
313.092891	1.285714286	0.571428571
313.096262	2	0.727272727
313.104124	1.384615385	0.538461538
313.108147	1	0.277777778
313.111519	1.466666667	0.333333333
313.129277	1.466666667	0.466666667
313.14051	1.571428571	0.428571429
313.144533	1.157894737	0.210526316
313.165662	1.625	0.375
313.180918	1.3	0.15
313.202048	1.764705882	0.294117647
313.238433	1.888888889	0.222222222
313.274819	2	0.157894737
314.030625	0.6	0.466666667
314.067011	0.8125	0.375
314.099373	1.416666667	0.583333333
314.103396	1	0.294117647
314.139782	1.166666667	0.222222222
314.160911	1.666666667	0.4
314.996883	0.533333333	0.4
315.014641	0.533333333	0.533333333
315.051026	0.75	0.4375
315.054398	1.230769231	0.538461538
315.06226	0.8	0.4
315.072156	1.230769231	0.692307692
315.087412	0.941176471	0.352941176
315.093285	2	1.1
315.098645	1	0.3125
315.108541	1.428571429	0.571428571
315.119775	1.538461538	0.538461538
315.123797	1.111111111	0.277777778
315.135031	1.176470588	0.235294118
315.144927	1.6	0.466666667
315.160183	1.263157895	0.210526316
315.171416	1.333333333	0.166666667
315.181312	1.75	0.375
315.217698	1.882352941	0.294117647
315.254083	2	0.222222222
316.013261	1	0.727272727
316.046275	0.733333333	0.466666667
316.082661	0.9375	0.375
316.101288	1.117647059	0.176470588
316.119046	1.117647059	0.294117647
316.140176	1.642857143	0.5
316.155432	1.277777778	0.222222222
316.191817	1.421052632	0.157894737
316.212947	1.9375	0.3125
317.030291	0.666666667	0.533333333
317.041524	0.714285714	0.5
317.045547	0.526315789	0.263157895
317.066676	0.875	0.4375
317.081932	0.7	0.2
317.103062	1.058823529	0.352941176
317.114295	1.125	0.3125
317.124191	1.571428571	0.571428571
317.139447	1.222222222	0.277777778
317.142819	1.733333333	0.333333333
317.160577	1.733333333	0.466666667
317.175833	1.368421053	0.210526316
317.187066	1.444444444	0.166666667
318.040796	0.5	0.277777778
318.061925	0.866666667	0.466666667
318.077181	0.684210526	0.210526316
318.098311	1.0625	0.375
318.134696	1.235294118	0.294117647
318.171082	1.388888889	0.222222222
318.228597	2.0625	0.3125
319.009555	0.571428571	0.642857143
319.045941	0.8	0.533333333
319.057174	0.857142857	0.5
319.061197	0.631578947	0.263157895
319.07243	0.666666667	0.222222222
