mz	H/C	O/C
319.082326	1	0.4375
319.09356	1.066666667	0.4
319.097583	0.8	0.2
319.118712	1.176470588	0.352941176
319.122083	1.714285714	0.428571429
319.129945	1.25	0.3125
319.139841	1.714285714	0.571428571
319.155097	1.333333333	0.277777778
319.166331	1.411764706	0.235294118
319.18746	2	0.428571429
320.04119	0.785714286	0.571428571
320.056446	0.611111111	0.277777778
320.077575	1	0.466666667
320.092832	0.789473684	0.210526316
320.113961	1.1875	0.375
320.129217	0.95	0.15
320.150346	1.352941176	0.294117647
320.165603	1.095238095	0.095238095
320.190103	2.066666667	0.266666667
320.244247	2.1875	0.3125
321.022704	0.555555556	0.222222222
321.025205	0.714285714	0.642857143
321.040462	0.555555556	0.333333333
321.051695	0.588235294	0.294117647
321.061591	0.933333333	0.533333333
321.076847	0.736842105	0.263157895
321.097976	1.125	0.4375
321.10921	1.2	0.4
321.113233	0.9	0.2
321.124466	0.947368421	0.157894737
321.134362	1.294117647	0.352941176
321.149618	1.047619048	0.142857143
321.170747	1.444444444	0.277777778
321.174119	2	0.333333333
321.181981	1.529411765	0.235294118
321.207133	1.578947368	0.210526316
321.210504	2.125	0.25
322.017952	0.529411765	0.235294118
322.035711	0.529411765	0.352941176
322.072096	0.722222222	0.277777778
322.093225	1.133333333	0.466666667
322.108482	0.894736842	0.210526316
322.129611	1.3125	0.375
322.165996	1.470588235	0.294117647
322.187126	2.071428571	0.5
322.223511	2.2	0.4
322.983341	0.25	0.5
323.019726	0.470588235	0.411764706
323.040856	0.857142857	0.642857143
323.056112	0.666666667	0.333333333
323.067345	0.705882353	0.294117647
323.077241	1.066666667	0.533333333
323.088474	1.142857143	0.5
323.092497	0.842105263	0.263157895
323.113627	1.25	0.4375
323.12486	1.333333333	0.4
323.128883	1	0.2
323.150012	1.411764706	0.352941176
323.161245	1.5	0.3125
323.186398	1.555555556	0.277777778
323.21876	2.285714286	0.428571429
323.222783	1.684210526	0.210526316
323.259169	1.8	0.15
323.974567	0.3	1
323.981961	0.583333333	0.666666667
324.051361	0.647058824	0.352941176
324.069988	0.833333333	0.166666667
324.07249	1.071428571	0.571428571
324.087746	0.833333333	0.277777778
324.108876	1.266666667	0.466666667
324.145261	1.4375	0.375
324.202776	2.214285714	0.5
325.035376	0.588235294	0.411764706
325.04661	0.625	0.375
325.059877	1.636363636	0.818181818
325.071762	0.777777778	0.333333333
325.082995	0.823529412	0.294117647
325.090389	0.947368421	0.157894737
325.092891	1.2	0.533333333
325.104124	1.285714286	0.5
325.108147	0.947368421	0.263157895
325.129277	1.375	0.4375
325.144533	1.1	0.2
325.147904	1.529411765	0.235294118
325.165662	1.529411765	0.352941176
325.176895	1.625	0.3125
325.18429	1.666666667	0.166666667
325.202048	1.666666667	0.277777778
325.238433	1.789473684	0.210526316
325.274819	1.9	0.15
325.976482	0.333333333	0.4
325.978984	0.454545455	1
326.030625	0.5625	0.4375
326.067011	0.764705882	0.352941176
326.08814	1.214285714	0.571428571
326.091511	1.909090909	0.727272727
326.103396	0.944444444	0.277777778
326.139782	1.105263158	0.210526316
326.176167	1.25	0.15
326.989489	0.285714286	0.571428571
327.014641	0.5	0.5
327.051026	0.705882353	0.411764706
327.06226	0.75	0.375
327.069654	0.888888889	0.222222222
327.087412	0.888888889	0.333333333
327.108541	1.333333333	0.533333333
327.123797	1.052631579	0.263157895
327.135031	1.111111111	0.222222222
327.144927	1.5	0.4375
327.148298	2.153846154	0.538461538
327.160183	1.2	0.2
327.163554	1.647058824	0.235294118
327.181312	1.647058824	0.352941176
327.217698	1.777777778	0.277777778
327.254083	1.894736842	0.210526316
327.290469	2	0.15
328.046275	0.6875	0.4375
328.082661	0.882352941	0.352941176
328.119046	1.055555556	0.277777778
328.140176	1.533333333	0.466666667
328.151409	1.642857143	0.428571429
328.155432	1.210526316	0.210526316
328.191817	1.35	0.15
328.212947	1.823529412	0.294117647
328.249332	1.944444444	0.222222222
328.993905	0.4	0.6
329.012533	0.625	0.375
329.030291	0.625	0.5
329.066676	0.823529412	0.411764706
329.07791	0.875	0.375
329.085304	1	0.222222222
329.087806	1.285714286	0.642857143
329.103062	1	0.333333333
329.124191	1.466666667	0.533333333
329.135425	1.571428571	0.5
329.139447	1.157894737	0.263157895
329.142819	1.625	0.3125
329.145321	2.166666667	0.833333333
329.175833	1.3	0.2
329.196962	1.764705882	0.352941176
329.233348	1.888888889	0.277777778
329.269733	2	0.210526316
330.061925	0.8125	0.4375
330.098311	1	0.352941176
330.134696	1.166666667	0.277777778
330.155826	1.666666667	0.466666667
330.182315	1.388888889	0.166666667
330.189709	1.45	0.05
330.264982	2.055555556	0.222222222
330.991797	0.533333333	0.466666667
331.045941	0.75	0.5
331.057174	0.8	0.466666667
331.061197	0.6	0.25
331.082326	0.941176471	0.411764706
331.114689	1.538461538	0.615384615
331.118712	1.111111111	0.333333333
331.122083	1.6	0.4
331.133968	0.909090909	0.136363636
331.139841	1.6	0.533333333
331.166331	1.333333333	0.222222222
331.176227	1.75	0.4375
331.191483	1.4	0.2
331.248998	2	0.277777778
332.04119	0.733333333	0.533333333
332.056446	0.578947368	0.263157895
332.077575	0.9375	0.4375
332.096203	1.117647059	0.235294118
332.113961	1.117647059	0.352941176
332.13509	1.642857143	0.571428571
332.165603	1.045454545	0.090909091
332.207861	1.9375	0.375
333.040462	0.526315789	0.315789474
333.051695	0.555555556	0.277777778
333.061591	0.875	0.5
333.076847	0.7	0.25
333.097976	1.058823529	0.411764706
333.134362	1.222222222	0.333333333
333.137733	1.733333333	0.4
333.155491	1.733333333	0.533333333
333.170747	1.368421053	0.263157895
333.181981	1.444444444	0.222222222
333.207133	1.5	0.2
334.05684	0.866666667	0.533333333
334.072096	0.684210526	0.263157895
334.093225	1.0625	0.4375
334.104459	1.133333333	0.4
334.114355	1.615384615	0.692307692
334.129611	1.235294118	0.352941176
334.144867	1	0.142857143
334.165996	1.388888889	0.277777778
334.181253	1.136363636	0.090909091
334.223511	2.0625	0.375
335.023097	0.8	0.466666667
335.038354	0.631578947	0.210526316
335.040856	0.8	0.6
335.056112	0.631578947	0.315789474
335.067345	0.666666667	0.277777778
335.077241	1	0.5
335.092497	0.8	0.25
335.12486	1.25	0.375
335.134756	1.714285714	0.642857143
335.150012	1.333333333	0.333333333
335.153383	1.866666667	0.4
335.161245	1.411764706	0.294117647
335.186398	1.473684211	0.263157895
335.189769	2	0.3125
335.197631	1.555555556	0.222222222
335.222783	1.6	0.2
335.255146	2.25	0.3125
336.051361	0.611111111	0.333333333
336.087746	0.789473684	0.263157895
336.09898	0.833333333	0.222222222
336.106374	0.95	0.1
336.145261	1.352941176	0.352941176
336.160517	1.095238095	0.142857143
336.181647	1.5	0.277777778
336.239161	2.1875	0.375
336.994968	0.5	0.833333333
337.035376	0.555555556	0.388888889
337.038748	0.933333333	0.466666667
337.04661	0.588235294	0.352941176
337.071762	0.736842105	0.315789474
337.082995	0.777777778	0.277777778
337.092891	1.125	0.5
337.108147	0.9	0.25
337.119381	0.947368421	0.210526316
337.129277	1.294117647	0.411764706
337.132648	1.857142857	0.5
337.165662	1.444444444	0.333333333
337.176895	1.529411765	0.294117647
337.18429	1.578947368	0.157894737
337.202048	1.578947368	0.263157895
337.205419	2.125	0.3125
337.238433	1.7	0.2
337.311204	1.909090909	0.090909091
338.030625	0.529411765	0.411764706
338.067011	0.722222222	0.333333333
338.103396	0.894736842	0.263157895
338.135759	1.4	0.4
338.160911	1.470588235	0.352941176
339.051026	0.666666667	0.388888889
339.06226	0.705882353	0.352941176
339.083389	1.142857143	0.571428571
339.087412	0.842105263	0.315789474
339.123797	1	0.25
339.144927	1.411764706	0.411764706
339.148298	2	0.5
339.160183	1.142857143	0.19047619
339.163554	1.555555556	0.222222222
339.181312	1.555555556	0.333333333
339.195917	2.285714286	0.357142857
339.19994	1.684210526	0.157894737
339.217698	1.684210526	0.263157895
339.254083	1.8	0.2
339.290469	1.904761905	0.142857143
339.326854	2	0.090909091
339.992132	0.4375	0.375
340.046275	0.647058824	0.411764706
340.067405	1.071428571	0.642857143
340.082661	0.833333333	0.333333333
340.119046	1	0.263157895
340.140176	1.4375	0.4375
340.155432	1.15	0.2
340.976147	0.375	0.4375
341.005139	0.4	0.533333333
341.030291	0.588235294	0.470588235
341.066676	0.777777778	0.388888889
341.085304	0.947368421	0.210526316
341.087806	1.2	0.6
341.103062	0.947368421	0.315789474
341.124191	1.375	0.5
341.139447	1.1	0.25
341.142819	1.529411765	0.294117647
341.145321	2	0.769230769
341.160577	1.529411765	0.411764706
341.163948	2.142857143	0.5
341.175833	1.238095238	0.19047619
341.179204	1.666666667	0.222222222
341.196962	1.666666667	0.333333333
341.233348	1.789473684	0.263157895
341.269733	1.9	0.2
341.306119	2	0.142857143
342.02554	0.5625	0.5
342.061925	0.764705882	0.411764706
342.098311	0.944444444	0.333333333
342.134696	1.105263158	0.263157895
342.171082	1.25	0.2
342.228597	1.833333333	0.277777778
342.991797	0.5	0.4375
343.003031	0.533333333	0.4
343.020789	0.533333333	0.533333333
343.028183	0.705882353	0.352941176
343.045941	0.705882353	0.470588235
343.082326	0.888888889	0.388888889
343.09356	0.941176471	0.352941176
343.103456	1.333333333	0.6
343.118712	1.052631579	0.315789474
343.139841	1.5	0.5
343.143213	2.153846154	0.615384615
343.155097	1.2	0.25
343.160971	2.153846154	0.769230769
343.166331	1.263157895	0.210526316
343.176227	1.647058824	0.411764706
343.212612	1.777777778	0.333333333
343.248998	1.894736842	0.263157895
343.285383	2	0.2
344.04119	0.6875	0.5
344.077575	0.882352941	0.411764706
344.098705	1.357142857	0.642857143
344.102076	2.090909091	0.818181818
344.113961	1.055555556	0.333333333
344.13509	1.533333333	0.533333333
344.150346	1.210526316	0.263157895
344.186732	1.35	0.2
344.197965	1.421052632	0.157894737
344.223117	1.476190476	0.142857143
345.007447	0.625	0.4375
345.025205	0.625	0.5625
345.040462	0.5	0.3
345.061591	0.823529412	0.470588235
345.076847	0.666666667	0.238095238
345.080218	1	0.277777778
345.097976	1	0.388888889
345.10921	1.058823529	0.352941176
345.130339	1.571428571	0.571428571
345.134362	1.157894737	0.315789474
345.155491	1.625	0.5
345.170747	1.3	0.25
345.228262	1.888888889	0.333333333
346.05684	0.8125	0.5
346.072096	0.65	0.25
346.093225	1	0.411764706
346.129611	1.166666667	0.333333333
346.144867	0.954545455	0.136363636
346.15074	1.666666667	0.533333333
346.165996	1.315789474	0.263157895
346.181253	1.086956522	0.086956522
346.217638	1.208333333	0.041666667
346.259897	2.055555556	0.277777778
347.056112	0.6	0.3
347.067345	0.631578947	0.263157895
347.077241	0.941176471	0.470588235
347.092497	0.761904762	0.238095238
347.113627	1.111111111	0.388888889
347.150012	1.263157895	0.315789474
347.161245	1.333333333	0.277777778
347.186398	1.4	0.25
347.212887	1.217391304	0.043478261
348.036104	0.733333333	0.6
348.051361	0.578947368	0.315789474
348.057234	1.25	0.916666667
348.07249	0.9375	0.5
348.087746	0.75	0.25
348.145261	1.277777778	0.333333333
348.160517	1.045454545	0.136363636
348.181647	1.421052632	0.263157895
348.196903	1.173913043	0.086956522
348.202776	1.9375	0.4375
348.208136	1.227272727	0.045454545
348.275547	2.166666667	0.277777778
349.017618	0.526315789	0.263157895
349.035376	0.526315789	0.368421053
349.056506	0.875	0.5625
349.071762	0.7	0.3
349.092891	1.058823529	0.470588235
349.104124	1.125	0.4375
349.129277	1.222222222	0.388888889
349.155766	1.047619048	0.142857143
349.165662	1.368421053	0.315789474
349.176895	1.444444444	0.277777778
349.202048	1.5	0.25
349.241804	2.111111111	0.222222222
350.067011	0.684210526	0.315789474
350.103396	0.85	0.25
350.156888	1.923076923	0.615384615
350.160911	1.388888889	0.333333333
350.212553	1.260869565	0.086956522
350.218426	2.0625	0.4375
350.974233	0.333333333	0.916666667
350.996883	0.444444444	0.333333333
351.051026	0.631578947	0.368421053
351.06226	0.666666667	0.333333333
351.072156	1	0.5625
351.087412	0.8	0.3
351.106039	0.952380952	0.142857143
351.108541	1.176470588	0.470588235
351.140904	1.846153846	0.692307692
351.144927	1.333333333	0.388888889
351.148298	1.866666667	0.466666667
351.181312	1.473684211	0.315789474
351.184683	2	0.375
351.192546	1.555555556	0.277777778
351.217698	1.6	0.25
351.254083	1.714285714	0.19047619
351.290469	1.818181818	0.136363636
352.046275	0.611111111	0.388888889
352.082661	0.789473684	0.315789474
352.119046	0.95	0.25
352.137674	1.095238095	0.095238095
352.15478	2.076923077	0.461538462
352.187795	1.588235294	0.294117647
352.191817	1.227272727	0.136363636
352.228203	1.347826087	0.086956522
352.234076	2.1875	0.4375
352.997277	0.714285714	0.642857143
353.030291	0.555555556	0.444444444
353.041524	0.588235294	0.411764706
353.066676	0.736842105	0.368421053
353.087806	1.125	0.5625
353.103062	0.9	0.3
353.121689	1.047619048	0.142857143
353.124191	1.294117647	0.470588235
353.132923	1.1	0.1
353.150681	1.1	0.2
353.163948	2	0.466666667
353.17181	1.529411765	0.352941176
353.196962	1.578947368	0.315789474
353.200334	2.125	0.375
353.21559	1.7	0.15
353.233348	1.7	0.25
353.306119	1.909090909	0.136363636
353.342504	2	0.086956522
354.02554	0.529411765	0.470588235
354.061925	0.722222222	0.388888889
354.098311	0.894736842	0.315789474
354.130674	1.4	0.466666667
354.134696	1.05	0.25
354.171082	1.19047619	0.19047619
354.207467	1.318181818	0.136363636
355.045941	0.666666667	0.444444444
355.082326	0.842105263	0.368421053
355.100954	1	0.2
355.103456	1.25	0.5625
355.118712	1	0.3
355.135819	2	0.833333333
355.137339	1.142857143	0.142857143
355.139841	1.411764706	0.470588235
355.143213	2	0.571428571
355.155097	1.142857143	0.238095238
355.160971	2	0.714285714
355.176227	1.555555556	0.388888889
355.191483	1.272727273	0.181818182
355.194854	1.684210526	0.210526316
355.212612	1.684210526	0.315789474
355.248998	1.8	0.25
355.285383	1.904761905	0.19047619
355.321769	2	0.136363636
356.04119	0.647058824	0.470588235
356.077575	0.833333333	0.388888889
356.113961	1	0.315789474
356.146324	1.533333333	0.466666667
356.150346	1.15	0.25
356.171476	1.588235294	0.411764706
356.186732	1.285714286	0.19047619
356.244247	1.842105263	0.263157895
356.280632	1.95	0.2
356.992191	0.769230769	0.769230769
357.007447	0.588235294	0.411764706
357.025205	0.588235294	0.529411765
357.036439	0.625	0.5
357.061591	0.777777778	0.444444444
357.097976	0.947368421	0.368421053
357.116604	1.1	0.2
357.134362	1.1	0.3
357.145595	1.157894737	0.263157895
357.155491	1.529411765	0.470588235
357.158863	2.142857143	0.571428571
357.170747	1.238095238	0.238095238
357.191877	1.666666667	0.388888889
357.207133	1.363636364	0.181818182
357.228262	1.789473684	0.315789474
358.05684	0.764705882	0.470588235
358.093225	0.944444444	0.388888889
358.129611	1.105263158	0.315789474
358.165996	1.25	0.25
358.27113	2.055555556	0.222222222
358.983341	0.210526316	0.421052632
359.040856	0.705882353	0.529411765
359.056112	0.571428571	0.285714286
359.073218	1.230769231	0.769230769
359.077241	0.888888889	0.444444444
359.092497	0.727272727	0.227272727
359.113627	1.052631579	0.368421053
359.12486	1.111111111	0.333333333
359.150012	1.2	0.3
359.171141	1.647058824	0.470588235
359.186398	1.333333333	0.238095238
359.207527	1.777777778	0.388888889
359.222783	1.454545455	0.181818182
359.243912	1.894736842	0.315789474
360.087746	0.714285714	0.238095238
360.124132	0.863636364	0.181818182
360.130005	1.533333333	0.6
360.145261	1.210526316	0.315789474
360.160517	1	0.130434783
360.196903	1.125	0.083333333
361.035376	0.5	0.35
361.056506	0.823529412	0.529411765
361.071762	0.666666667	0.285714286
361.092891	1	0.444444444
361.129277	1.157894737	0.368421053
361.132648	1.625	0.4375
361.14051	1.222222222	0.333333333
361.165662	1.3	0.3
361.176895	1.368421053	0.263157895
362.067011	0.65	0.3
362.08814	1	0.470588235
362.124526	1.166666667	0.388888889
362.139782	0.954545455	0.181818182
362.160911	1.315789474	0.315789474
362.176167	1.086956522	0.130434783
362.20853	1.526315789	0.210526316
362.212553	1.208333333	0.083333333
362.974233	0.307692308	0.846153846
363.033268	0.6	0.25
363.051026	0.6	0.35
363.072156	0.941176471	0.529411765
363.087412	0.761904762	0.285714286
363.106039	0.909090909	0.136363636
363.108541	1.111111111	0.444444444
363.135031	0.952380952	0.19047619
363.144927	1.263157895	0.368421053
363.171416	1.090909091	0.136363636
363.181312	1.4	0.3
363.192546	1.473684211	0.263157895
363.969481	0.25	0.916666667
364.046275	0.578947368	0.368421053
364.082661	0.75	0.3
364.155432	1.045454545	0.181818182
364.161305	1.8	0.6
364.191817	1.173913043	0.130434783
364.228203	1.291666667	0.083333333
364.989883	0.461538462	0.846153846
365.012533	0.526315789	0.315789474
365.030291	0.526315789	0.421052632
365.066676	0.7	0.35
365.087806	1.058823529	0.529411765
365.103062	0.857142857	0.285714286
365.124191	1.222222222	0.444444444
365.139447	1	0.227272727
365.150681	1.047619048	0.19047619
365.154052	1.444444444	0.222222222
365.160577	1.368421053	0.368421053
365.17181	1.444444444	0.333333333
365.196962	1.5	0.3
365.208196	1.578947368	0.263157895
365.269733	1.727272727	0.181818182
365.306119	1.826086957	0.130434783
366.061925	0.684210526	0.368421053
366.098311	0.85	0.3
366.155826	1.388888889	0.388888889
366.171082	1.136363636	0.181818182
366.207467	1.260869565	0.130434783
366.249726	2.176470588	0.411764706
366.969147	0.333333333	1
367.045941	0.631578947	0.421052632
367.057174	0.666666667	0.388888889
367.082326	0.8	0.35
367.103456	1.176470588	0.529411765
367.118712	0.952380952	0.285714286
367.137339	1.090909091	0.136363636
367.139841	1.333333333	0.444444444
367.143213	1.866666667	0.533333333
367.155097	1.090909091	0.227272727
367.176227	1.473684211	0.368421053
367.18746	1.555555556	0.333333333
367.212612	1.6	0.3
367.23124	1.714285714	0.142857143
367.285383	1.818181818	0.181818182
367.321769	1.913043478	0.130434783
367.358154	2	0.083333333
367.964396	0.272727273	1.090909091
368.04119	0.611111111	0.444444444
368.077575	0.789473684	0.368421053
368.113961	0.95	0.3
368.182709	1.588235294	0.352941176
368.186732	1.227272727	0.181818182
368.190103	1.631578947	0.210526316
368.207861	1.631578947	0.315789474
368.223117	1.347826087	0.130434783
369.021183	0.769230769	0.846153846
369.025205	0.555555556	0.5
369.061591	0.736842105	0.421052632
369.097976	0.9	0.35
369.116604	1.047619048	0.19047619
369.119106	1.294117647	0.529411765
369.134362	1.047619048	0.285714286
369.140235	1.857142857	0.785714286
369.155491	1.444444444	0.444444444
369.158863	2	0.533333333
369.166725	1.529411765	0.411764706
369.170747	1.181818182	0.227272727
369.191877	1.578947368	0.368421053
369.228262	1.7	0.3
369.243519	1.416666667	0.125
369.264648	1.80952381	0.238095238
369.301033	1.909090909	0.181818182
369.337419	2	0.130434783
370.05684	0.722222222	0.444444444
370.093225	0.894736842	0.368421053
370.129611	1.05	0.3
370.15074	1.470588235	0.470588235
370.161974	1.5625	0.4375
370.165996	1.19047619	0.238095238
370.187126	1.611111111	0.388888889
370.202382	1.318181818	0.181818182
370.205753	1.736842105	0.210526316
370.986712	0.470588235	0.470588235
370.997945	0.5	0.4375
371.040856	0.666666667	0.5
371.077241	0.842105263	0.421052632
371.101742	1.846153846	0.769230769
371.113627	1	0.35
371.138127	2	0.642857143
371.150012	1.142857143	0.285714286
371.153383	1.555555556	0.333333333
371.155885	2	0.785714286
371.161245	1.2	0.25
371.171141	1.555555556	0.444444444
371.174513	2.133333333	0.533333333
371.186398	1.272727273	0.227272727
371.207527	1.684210526	0.368421053
371.243912	1.8	0.3
371.280298	1.904761905	0.238095238
371.316683	2	0.181818182
372.108876	1	0.368421053
372.145261	1.15	0.3
372.156494	1.210526316	0.263157895
372.16639	1.588235294	0.470588235
372.202776	1.722222222	0.388888889
373.056506	0.777777778	0.5
373.071762	0.636363636	0.272727273
373.092891	0.947368421	0.421052632
373.109998	2	1.090909091
373.111519	1.1	0.25
373.129277	1.1	0.35
373.14051	1.157894737	0.315789474
373.150406	1.529411765	0.529411765
373.165662	1.238095238	0.285714286
373.176895	1.3	0.25
373.186791	1.666666667	0.444444444
373.307181	2.1	0.2
374.067011	0.619047619	0.285714286
374.08814	0.944444444	0.444444444
374.105247	2.1	1.2
374.124526	1.105263158	0.368421053
374.139782	0.913043478	0.173913043
374.160911	1.25	0.3
374.176167	1.041666667	0.125
374.291197	2.05	0.25
375.051026	0.571428571	0.333333333
375.072156	0.888888889	0.5
375.087412	0.727272727	0.272727273
375.108541	1.052631579	0.421052632
375.144927	1.2	0.35
375.171416	1.043478261	0.130434783
375.181312	1.333333333	0.285714286
375.184683	1.777777778	0.333333333
375.202442	1.777777778	0.444444444
375.217698	1.454545455	0.227272727
375.275213	2	0.3
376.046275	0.55	0.35
376.082661	0.714285714	0.285714286
376.103139	2.3	1
376.155432	1	0.173913043
376.176561	1.35	0.3
376.191817	1.125	0.125
376.989883	0.428571429	0.785714286
377.012533	0.5	0.3
377.066676	0.666666667	0.333333333
377.085304	0.818181818	0.181818182
377.103062	0.818181818	0.272727273
377.124191	1.157894737	0.421052632
377.160577	1.3	0.35
377.175833	1.083333333	0.166666667
377.187066	1.130434783	0.130434783
377.208196	1.5	0.25
377.273105	2.1	0.2
377.988503	0.9	1.1
378.061925	0.65	0.35
378.098311	0.80952381	0.285714286
378.116938	0.954545455	0.136363636
378.134696	0.954545455	0.227272727
378.153324	1.086956522	0.086956522
378.171082	1.086956522	0.173913043
378.188188	1.933333333	0.533333333
378.192211	1.45	0.3
378.207467	1.208333333	0.125
379.028183	0.6	0.3
379.045941	0.6	0.4
379.082326	0.761904762	0.333333333
379.139841	1.263157895	0.421052632
379.143213	1.75	0.5
379.154446	1.866666667	0.466666667
379.176227	1.4	0.35
379.18746	1.473684211	0.315789474
379.212612	1.523809524	0.285714286
379.281361	2.222222222	0.333333333
379.285383	1.739130435	0.173913043
380.077575	0.75	0.35
380.171476	1.421052632	0.368421053
380.182709	1.5	0.333333333
380.186732	1.173913043	0.173913043
380.223117	1.291666667	0.125
380.265376	2.166666667	0.388888889
380.984797	0.461538462	0.923076923
381.061591	0.7	0.4
381.097976	0.857142857	0.333333333
381.116604	1	0.181818182
381.119106	1.222222222	0.5
381.134362	1	0.272727273
381.145595	1.047619048	0.238095238
381.155491	1.368421053	0.421052632
381.166725	1.444444444	0.388888889
381.191877	1.5	0.35
381.20311	1.578947368	0.315789474
381.24689	1.727272727	0.136363636
381.301033	1.826086957	0.173913043
381.337419	1.916666667	0.125
381.373804	2	0.08
381.980046	0.416666667	1
382.093225	0.85	0.35
382.165996	1.136363636	0.227272727
382.202382	1.260869565	0.173913043
383.040856	0.631578947	0.473684211
383.077241	0.8	0.4
383.113627	0.952380952	0.333333333
383.132254	1.090909091	0.181818182
383.138127	1.866666667	0.6
383.150012	1.090909091	0.272727273
383.161245	1.142857143	0.238095238
383.171141	1.473684211	0.421052632
383.182375	1.555555556	0.388888889
383.197631	1.272727273	0.181818182
383.207527	1.6	0.35
383.222783	1.333333333	0.166666667
383.243912	1.714285714	0.285714286
383.280298	1.818181818	0.227272727
383.316683	1.913043478	0.173913043
383.353069	2	0.125
384.175122	1.285714286	0.095238095
384.185018	1.631578947	0.263157895
384.218032	1.347826087	0.173913043
384.229265	1.409090909	0.136363636
385.016097	0.769230769	0.923076923
385.056506	0.736842105	0.473684211
385.092891	0.9	0.4
385.111519	1.047619048	0.238095238
385.129277	1.047619048	0.333333333
385.13515	1.857142857	0.857142857
385.153777	2	0.6
385.176895	1.238095238	0.238095238
385.220675	1.416666667	0.083333333
385.223177	1.7	0.35
385.259562	1.80952381	0.285714286
386.143153	1.19047619	0.19047619
386.18204	1.611111111	0.444444444
386.200668	1.736842105	0.263157895
386.30243	2.05	0.2
386.981627	0.470588235	0.529411765
387.051026	0.545454545	0.318181818
387.072156	0.842105263	0.473684211
387.087412	0.695652174	0.260869565
387.090783	1	0.3
387.108541	1	0.4
387.127169	1.142857143	0.238095238
387.144927	1.142857143	0.333333333
387.15616	1.2	0.3
387.169427	2.133333333	0.6
387.181312	1.272727273	0.272727273
387.286446	2	0.25
388.082661	0.681818182	0.272727273
388.197691	1.722222222	0.444444444
388.270462	1.95	0.3
388.300322	2.15	0.1
389.041524	0.5	0.35
389.066676	0.636363636	0.318181818
389.103062	0.782608696	0.260869565
389.124191	1.1	0.4
389.160577	1.238095238	0.333333333
389.181706	1.666666667	0.5
389.196962	1.363636364	0.272727273
389.273105	2	0.19047619
389.302096	2.1	0.25
390.061925	0.619047619	0.333333333
390.155826	1.25	0.35
390.171082	1.041666667	0.166666667
390.176955	1.705882353	0.529411765
390.207467	1.16	0.12
390.264982	1.608695652	0.173913043
391.045941	0.571428571	0.380952381
391.082326	0.727272727	0.318181818
391.139841	1.2	0.4
391.176227	1.333333333	0.333333333
391.194854	1.454545455	0.181818182
391.212612	1.454545455	0.272727273
391.288755	2.095238095	0.19047619
392.077575	0.714285714	0.333333333
392.150346	1	0.217391304
392.171476	1.35	0.35
392.186732	1.125	0.166666667
392.223117	1.24	0.12
392.265376	2.052631579	0.368421053
393.097976	0.818181818	0.318181818
393.119106	1.157894737	0.473684211
393.155491	1.3	0.4
393.170747	1.083333333	0.208333333
393.181981	1.130434783	0.173913043
393.191877	1.428571429	0.333333333
393.20311	1.5	0.3
393.207133	1.2	0.16
393.218366	1.25	0.125
393.239496	1.619047619	0.238095238
393.301033	1.75	0.166666667
393.312267	1.826086957	0.130434783
393.337419	1.84	0.12
394.111853	0.954545455	0.181818182
394.129611	0.954545455	0.272727273
394.165996	1.086956522	0.217391304
394.202382	1.208333333	0.166666667
394.238767	1.32	0.12
394.281026	2.157894737	0.368421053
395.077241	0.761904762	0.380952381
395.113627	0.909090909	0.318181818
395.132254	1.043478261	0.173913043
395.134756	1.263157895	0.473684211
395.150012	1.043478261	0.260869565
395.161245	1.090909091	0.227272727
395.168639	1.166666667	0.125
395.171141	1.4	0.4
395.207527	1.523809524	0.333333333
395.243912	1.636363636	0.272727273
395.316683	1.833333333	0.166666667
395.353069	1.92	0.12
395.389454	2	0.076923077
395.995696	0.538461538	0.923076923
396.07249	0.75	0.4
396.16639	1.421052632	0.421052632
396.181647	1.173913043	0.217391304
396.218032	1.291666667	0.166666667
397.056506	0.7	0.45
397.092891	0.857142857	0.380952381
397.111519	1	0.227272727
397.129277	1	0.318181818
397.14051	1.047619048	0.285714286
397.147904	1.130434783	0.173913043
397.150406	1.368421053	0.473684211
397.153777	1.875	0.5625
397.165662	1.130434783	0.260869565
397.176895	1.181818182	0.227272727
397.186791	1.5	0.4
397.198025	1.578947368	0.368421053
397.202048	1.25	0.208333333
397.205419	1.619047619	0.238095238
397.223177	1.619047619	0.333333333
397.226548	2.111111111	0.388888889
397.241804	1.727272727	0.181818182
397.259562	1.727272727	0.272727273
397.295948	1.826086957	0.217391304
397.332334	1.916666667	0.166666667
397.368719	2	0.12
398.08814	0.85	0.4
398.124526	1	0.333333333
398.145655	1.388888889	0.5
398.160911	1.136363636	0.272727273
398.197297	1.260869565	0.217391304
398.233682	1.375	0.166666667
399.072156	0.8	0.45
399.108541	0.952380952	0.380952381
399.144927	1.090909091	0.318181818
399.15616	1.142857143	0.285714286
399.166056	1.473684211	0.473684211
399.169427	2	0.5625
399.181312	1.217391304	0.260869565
399.192546	1.272727273	0.227272727
399.217698	1.333333333	0.208333333
399.238827	1.714285714	0.333333333
399.257454	1.818181818	0.181818182
399.275213	1.818181818	0.272727273
399.311598	1.913043478	0.217391304
399.347984	2	0.166666667
400.212947	1.347826087	0.217391304
400.270462	1.857142857	0.285714286
400.960891	0.352941176	0.588235294
400.989883	0.375	0.6875
401.05142	0.736842105	0.526315789
401.066676	0.608695652	0.304347826
401.087806	0.9	0.45
401.124191	1.047619048	0.380952381
401.148692	2	0.666666667
401.160577	1.181818182	0.318181818
